# Original file from the Supplementary data of Karakas+10 (MNRAS,403,1413) https://cdsarc.unistra.fr/viz-bin/cat/J/MNRAS/403/1413 Submit Data manipulation bugs to GalacticCEM@gmail.com. I added the AtomicZ column
# Data also available for download at  https://academic.oup.com/mnras/article/403/3/1413/1048800#supplementary-data
# (1) Initial Mass M0	(2) Initial Metallicity Z0	(3) Final Mass M1	(4) Species i	(5) Atomic mass of the species i	
# (6) net yield	(7) mass of species i lost in the wind	(8) mass of species i initially present in the wind	
# (9) mass fraction of the average abundance of species i in the wind <X(i)>	(10) initial mass fraction of species i  X0(i)
# (11) production factor, f=log10(<X(i)>/X0(i))
#
# al-6 and al*6 are the ground and metastable state of 26Al, respectively
#
# Note (2): g represents the sum of abundances from ^64^Ni to Bi; an increase in g indicates that neutron captures have occurred 
# beyond the end of the network.
#
#
#table2 = np.genfromtxt('tablea2_Z0.02.dat', delimiter=',', names=['Mini','Zini','Mfin','Symb','AtomicZ','A','Yield','Mi_windloss','Mi_ini','Xi_avg','Xi_ini','ProdFact'], dtype =[('Mini', '<f8'), ('Zini', '<f8'), ('Mfin', '<f8'), ('Symb', '<U4'), ('AtomicZ', 'i4'), ('A', 'i4'), ('Yield', '<f8'), ('Mi_windloss', '<f8'), ('Mi_ini', '<f8'), ('Xi_avg', '<f8'), ('Xi_ini', '<f8'), ('ProdFact', '<f8')])
# Uncomment the row below to import in Python with pandas instead through the command: pd.read_csv('tablea2_Z_0.02.dat')
#Mini ,Zini ,Mfin  ,Symb ,AtomicZ ,A  ,Yield          ,Mi_windloss    ,Mi_ini        ,Xi_avg         ,Xi_ini        ,ProdFact
1.0  ,0.02 ,0.564 ,g    ,0       ,1  ,8.181539e-09   ,3.2919932e-08  ,2.4738393e-08 ,7.5504431e-08  ,5.6745975e-08 ,0.12403737
1.0  ,0.02 ,0.564 ,n    ,0       ,1  ,-3.9796876e-43 ,-3.9796876e-43 ,0.0           ,-9.122453e-43  ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,p    ,1       ,1  ,-0.008104831   ,0.29179156     ,0.29989639    ,0.66924673     ,0.68791503    ,-0.011948545
1.0  ,0.02 ,0.564 ,d    ,1       ,2  ,1.1862846e-18  ,1.1862846e-18  ,0.0           ,2.7208363e-18  ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,he3  ,2       ,3  ,0.00013540545  ,0.00013540545  ,0.0           ,0.00031056299  ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,he4  ,2       ,4  ,0.0079379827   ,0.13571687     ,0.12777889    ,0.31127724     ,0.29310462    ,0.026124727
1.0  ,0.02 ,0.564 ,li7  ,3       ,7  ,1.589797e-09   ,2.4030611e-09  ,8.1326418e-10 ,5.5116081e-09  ,1.8655e-09    ,0.47048306
1.0  ,0.02 ,0.564 ,be7  ,4       ,7  ,4.0740918e-12  ,4.0740918e-12  ,0.0           ,9.3442476e-12  ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,b8   ,5       ,8  ,2.6669912e-27  ,2.6669912e-27  ,0.0           ,6.1169523e-27  ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,c12  ,6       ,12 ,-0.0001750465  ,0.0011481456   ,0.0013231921  ,0.0026333616   ,0.0030351942  ,-0.061675999
1.0  ,0.02 ,0.564 ,c13  ,6       ,13 ,2.4790019e-05  ,4.0714811e-05  ,1.5924792e-05 ,9.3382594e-05  ,3.6528963e-05 ,0.40762857
1.0  ,0.02 ,0.564 ,c14  ,6       ,14 ,7.3434625e-28  ,7.3434625e-28  ,0.0           ,1.6842804e-27  ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,n13  ,7       ,13 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,n14  ,7       ,14 ,0.00017964171  ,0.00066175999  ,0.00048211828 ,0.0015177982   ,0.0011059034  ,0.13749683
1.0  ,0.02 ,0.564 ,n15  ,7       ,15 ,-5.134915e-07  ,1.3904925e-06  ,1.903984e-06  ,3.189203e-06   ,4.367439e-06  ,-0.1365447
1.0  ,0.02 ,0.564 ,o14  ,8       ,14 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,o15  ,8       ,15 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,o16  ,8       ,16 ,-1.7881393e-06 ,0.0041855187   ,0.0041873069  ,0.0095998142   ,0.0096050221  ,-0.00023554852
1.0  ,0.02 ,0.564 ,o17  ,8       ,17 ,3.214958e-07   ,2.0178913e-06  ,1.6963955e-06 ,4.6281912e-06  ,3.891264e-06  ,0.075320609
1.0  ,0.02 ,0.564 ,o18  ,8       ,18 ,-4.2341981e-07 ,9.033527e-06   ,9.4569468e-06 ,2.0719099e-05  ,2.1692746e-05 ,-0.019943675
1.0  ,0.02 ,0.564 ,o19  ,8       ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,f17  ,9       ,17 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,f18  ,9       ,18 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,f19  ,9       ,19 ,1.8543744e-10  ,1.7698856e-07  ,1.7680313e-07 ,4.0593707e-07  ,4.055585e-07  ,0.00040523693
1.0  ,0.02 ,0.564 ,f20  ,9       ,20 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,ne19 ,10      ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,ne20 ,10      ,20 ,1.0652002e-08  ,0.00070681813  ,0.00070680748 ,0.0016211425   ,0.001621305   ,-4.3542383e-05
1.0  ,0.02 ,0.564 ,ne21 ,10      ,21 ,1.123567e-09   ,1.8026749e-06  ,1.8015513e-06 ,4.1345756e-06  ,4.1324747e-06 ,0.0002207512
1.0  ,0.02 ,0.564 ,ne22 ,10      ,22 ,-1.3169847e-07 ,5.6710269e-05  ,5.6841967e-05 ,0.00013006943  ,0.00013038651 ,-0.0010574339
1.0  ,0.02 ,0.564 ,ne23 ,10      ,23 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,na21 ,11      ,21 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,na22 ,11      ,22 ,4.2908145e-37  ,4.2908145e-37  ,0.0           ,9.8413178e-37  ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,na23 ,11      ,23 ,1.3804583e-07  ,1.4716185e-05  ,1.457814e-05  ,3.375272e-05   ,3.3439956e-05 ,0.0040430962
1.0  ,0.02 ,0.564 ,na24 ,11      ,24 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.02 ,0.564 ,mg23 ,12      ,23 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
