# Original file from the Supplementary data of Karakas+10 (MNRAS,403,1413) https://cdsarc.unistra.fr/viz-bin/cat/J/MNRAS/403/1413 Submit Data manipulation bugs to GalacticCEM@gmail.com. I added the AtomicZ column
# Data also available for download at  https://academic.oup.com/mnras/article/403/3/1413/1048800#supplementary-data
# (1) Initial Mass M0	(2) Initial Metallicity Z0	(3) Final Mass M1	(4) Species i	(5) Atomic mass of the species i	
# (6) net yield	(7) mass of species i lost in the wind	(8) mass of species i initially present in the wind	
# (9) mass fraction of the average abundance of species i in the wind <X(i)>	(10) initial mass fraction of species i  X0(i)
# (11) production factor, f=log10(<X(i)>/X0(i))
#
# al-6 and al*6 are the ground and metastable state of 26Al, respectively
#
# Note (2): g represents the sum of abundances from ^64^Ni to Bi; an increase in g indicates that neutron captures have occurred 
# beyond the end of the network.
#
#
#table4 = np.genfromtxt('tablea4_Z0.004.dat', delimiter=',', names=['Mini','Zini','Mfin','Symb','AtomicZ','A','Yield','Mi_windloss','Mi_ini','Xi_avg','Xi_ini','ProdFact'], dtype =[('Mini', '<f8'), ('Zini', '<f8'), ('Mfin', '<f8'), ('Symb', '<U4'), ('AtomicZ', 'i4'), ('A', 'i4'), ('Yield', '<f8'), ('Mi_windloss', '<f8'), ('Mi_ini', '<f8'), ('Xi_avg', '<f8'), ('Xi_ini', '<f8'), ('ProdFact', '<f8')])
# Uncomment the row below to import in Python with pandas instead through the command: pd.read_csv('tablea4_Z_0.004.dat')
#Mini ,Zini ,Mfin  ,Symb ,AtomicZ ,A  ,Yield          ,Mi_windloss    ,Mi_ini        ,Xi_avg         ,Xi_ini        ,ProdFact
1.0  ,0.004 ,0.61  ,g    ,0       ,1  ,1.683456e-09   ,6.1053904e-09  ,4.4219344e-09 ,1.5654848e-08  ,1.1339757e-08 ,0.14004514
1.0  ,0.004 ,0.61  ,n    ,0       ,1  ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,p    ,1       ,1  ,-0.0081304908  ,0.28376853     ,0.29189903    ,0.72761166     ,0.7485556     ,-0.012324413
1.0  ,0.004 ,0.61  ,d    ,1       ,2  ,1.3314924e-18  ,1.3314924e-18  ,0.0           ,3.4140831e-18  ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,he3  ,2       ,3  ,0.00012238204  ,0.00012238204  ,0.0           ,0.00031380012  ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,he4  ,2       ,4  ,0.0080021918   ,0.10457381     ,0.096571617   ,0.26813799     ,0.24765149    ,0.034517419
1.0  ,0.004 ,0.61  ,li7  ,3       ,7  ,-2.3405167e-10 ,4.9339943e-10  ,7.274511e-10  ,1.2651268e-09  ,1.8655e-09    ,-0.16866118
1.0  ,0.004 ,0.61  ,be7  ,4       ,7  ,2.0494656e-11  ,2.0494656e-11  ,0.0           ,5.2550402e-11  ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,b8   ,5       ,8  ,7.1675771e-27  ,7.1675771e-27  ,0.0           ,1.8378404e-26  ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,c12  ,6       ,12 ,-4.3021078e-05 ,0.0001934967   ,0.00023651778 ,0.0004961454   ,0.00060653407 ,-0.087246247
1.0  ,0.004 ,0.61  ,c13  ,6       ,13 ,4.3885129e-06  ,7.2350354e-06  ,2.8465226e-06 ,1.8551373e-05  ,7.2997177e-06 ,0.40507001
1.0  ,0.004 ,0.61  ,c14  ,6       ,14 ,7.3966483e-26  ,7.3966483e-26  ,0.0           ,1.8965766e-25  ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,n13  ,7       ,13 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,n14  ,7       ,14 ,4.9714421e-05  ,0.00013589203  ,8.6177606e-05 ,0.0003484411   ,0.00022099674 ,0.19774351
1.0  ,0.004 ,0.61  ,n15  ,7       ,15 ,-1.0930185e-07 ,2.3103118e-07  ,3.4033303e-07 ,5.9238766e-07  ,8.7276146e-07 ,-0.16828956
1.0  ,0.004 ,0.61  ,o14  ,8       ,14 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,o15  ,8       ,15 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,o16  ,8       ,16 ,-4.8903748e-06 ,0.00074358174  ,0.00074847211 ,0.0019066199   ,0.0019194069  ,-0.0029029553
1.0  ,0.004 ,0.61  ,o17  ,8       ,17 ,3.4176622e-07  ,6.4499329e-07  ,3.0322707e-07 ,1.653829e-06   ,7.7760563e-07 ,0.32773119
1.0  ,0.004 ,0.61  ,o18  ,8       ,18 ,-1.5000546e-07 ,1.5404033e-06  ,1.6904088e-06 ,3.9497522e-06  ,4.334941e-06  ,-0.040413342
1.0  ,0.004 ,0.61  ,o19  ,8       ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,f17  ,9       ,17 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,f18  ,9       ,18 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,f19  ,9       ,19 ,-2.8679992e-10 ,3.1316379e-08  ,3.1603179e-08 ,8.0298413e-08  ,8.1044249e-08 ,-0.0040152464
1.0  ,0.004 ,0.61  ,f20  ,9       ,20 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,ne19 ,10      ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,ne20 ,10      ,20 ,-1.124863e-08  ,0.00012632908  ,0.00012634032 ,0.00032392071  ,0.00032399135 ,-9.4701201e-05
1.0  ,0.004 ,0.61  ,ne21 ,10      ,21 ,1.0863062e-08  ,3.3288649e-07  ,3.2202342e-07 ,8.5355515e-07  ,8.2580766e-07 ,0.01435269
1.0  ,0.004 ,0.61  ,ne22 ,10      ,22 ,-1.7012917e-07 ,9.99025e-06    ,1.0160379e-05 ,2.5616026e-05  ,2.6055615e-05 ,-0.0073895874
1.0  ,0.004 ,0.61  ,ne23 ,10      ,23 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
