# Original file from the Supplementary data of Karakas+10 (MNRAS,403,1413) https://cdsarc.unistra.fr/viz-bin/cat/J/MNRAS/403/1413 Submit Data manipulation bugs to GalacticCEM@gmail.com. I added the AtomicZ column
# Data also available for download at  https://academic.oup.com/mnras/article/403/3/1413/1048800#supplementary-data
# (1) Initial Mass M0	(2) Initial Metallicity Z0	(3) Final Mass M1	(4) Species i	(5) Atomic mass of the species i	
# (6) net yield	(7) mass of species i lost in the wind	(8) mass of species i initially present in the wind	
# (9) mass fraction of the average abundance of species i in the wind <X(i)>	(10) initial mass fraction of species i  X0(i)
# (11) production factor, f=log10(<X(i)>/X0(i))
#
# al-6 and al*6 are the ground and metastable state of 26Al, respectively
#
# Note (2): g represents the sum of abundances from ^64^Ni to Bi; an increase in g indicates that neutron captures have occurred 
# beyond the end of the network.
#
#
#table5 = np.genfromtxt('tablea5_Z0.0001.dat', delimiter=',', names=['Mini','Zini','Mfin','Symb','AtomicZ','A','Yield','Mi_windloss','Mi_ini','Xi_avg','Xi_ini','ProdFact'], dtype =[('Mini', '<f8'), ('Zini', '<f8'), ('Mfin', '<f8'), ('Symb', '<U4'), ('AtomicZ', 'i4'), ('A', 'i4'), ('Yield', '<f8'), ('Mi_windloss', '<f8'), ('Mi_ini', '<f8'), ('Xi_avg', '<f8'), ('Xi_ini', '<f8'), ('ProdFact', '<f8')])
# Uncomment the row below to import in Python with pandas instead through the command: pd.read_csv('tablea5_Z_0.001.dat')
#Mini ,Zini ,Mfin  ,Symb ,AtomicZ ,A  ,Yield          ,Mi_windloss    ,Mi_ini        ,Xi_avg         ,Xi_ini        ,ProdFact
1.0  ,0.0001 ,0.72  ,g    ,0       ,1  ,5.8190168e-09  ,5.8983649e-09  ,7.9347945e-11 ,2.1065592e-08  ,2.8343647e-10 ,1.8711179
1.0  ,0.0001 ,0.72  ,n    ,0       ,1  ,-3.253815e-42  ,-3.253815e-42  ,0.0           ,-1.1620968e-41 ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,p    ,1       ,1  ,-0.0056426227  ,0.20989175     ,0.21553437    ,0.74961346     ,0.76990402    ,-0.011599216
1.0  ,0.0001 ,0.72  ,d    ,1       ,2  ,1.2029389e-18  ,1.2029389e-18  ,0.0           ,4.2962107e-18  ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,he3  ,2       ,3  ,7.3368217e-05  ,7.3368217e-05  ,0.0           ,0.00026202938  ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,he4  ,2       ,4  ,0.0053025037   ,0.069691263    ,0.064388759   ,0.24889739     ,0.2300012     ,0.034290235
1.0  ,0.0001 ,0.72  ,li7  ,3       ,7  ,-4.0133386e-10 ,1.2091222e-10  ,5.2224608e-10 ,4.3182941e-10  ,1.8655e-09    ,-0.63548303
1.0  ,0.0001 ,0.72  ,be7  ,4       ,7  ,4.8812399e-12  ,4.8812399e-12  ,0.0           ,1.7433001e-11  ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,b8   ,5       ,8  ,3.384325e-27   ,3.384325e-27   ,0.0           ,1.2086876e-26  ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,c12  ,6       ,12 ,0.00025033855  ,0.00025458267  ,4.2441152e-06 ,0.00090922392  ,1.5160279e-05 ,1.7779636
1.0  ,0.0001 ,0.72  ,c13  ,6       ,13 ,1.9700323e-07  ,2.480817e-07   ,5.107848e-08  ,8.8600621e-07  ,1.8245595e-07 ,0.6862787
1.0  ,0.0001 ,0.72  ,c14  ,6       ,14 ,-1.6877937e-11 ,-1.6877937e-11 ,0.0           ,-6.0278352e-11 ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,n13  ,7       ,13 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,n14  ,7       ,14 ,4.0191212e-06  ,5.5655069e-06  ,1.5463856e-06 ,1.9876812e-05  ,5.5237988e-06 ,0.55610889
1.0  ,0.0001 ,0.72  ,n15  ,7       ,15 ,2.7312108e-10  ,6.3801147e-09  ,6.1069936e-09 ,2.2786127e-08  ,2.1814614e-08 ,0.018922966
1.0  ,0.0001 ,0.72  ,o14  ,8       ,14 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,o15  ,8       ,15 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,o16  ,8       ,16 ,1.1374957e-05  ,2.4805668e-05  ,1.3430711e-05 ,8.8591682e-05  ,4.7975449e-05 ,0.26637393
1.0  ,0.0001 ,0.72  ,o17  ,8       ,17 ,7.2523612e-08  ,7.7964771e-08  ,5.4411577e-09 ,2.7844564e-07  ,1.94362e-08   ,1.1561291
1.0  ,0.0001 ,0.72  ,o18  ,8       ,18 ,-4.2593982e-09 ,2.6073582e-08  ,3.0332981e-08 ,9.3119944e-08  ,1.0835156e-07 ,-0.065792464
1.0  ,0.0001 ,0.72  ,o19  ,8       ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,f17  ,9       ,17 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,f18  ,9       ,18 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,f19  ,9       ,19 ,5.2945182e-09  ,5.8616108e-09  ,5.6709271e-10 ,2.0934326e-08  ,2.0256954e-09 ,1.0142848
1.0  ,0.0001 ,0.72  ,f20  ,9       ,20 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,ne19 ,10      ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.0001 ,0.72  ,ne20 ,10      ,20 ,1.8451033e-07  ,2.4515825e-06  ,2.2670722e-06 ,8.7556527e-06  ,8.0981417e-06 ,0.033903167
1.0  ,0.0001 ,0.72  ,ne21 ,10      ,21 ,2.4603274e-08  ,3.0381717e-08  ,5.7784431e-09 ,1.0850614e-07  ,2.0641007e-08 ,0.72072345
